,idx,beta,pval,cilb,ciub,i2,tau2
ATF3,27228,-1.34159264234805,5.95469932603827e-11,-1.74335357745303,-0.939831707243069,92.5660441374307,0.832562059224573
BRCA1,14618,1.04460873691372,7.4982066498184e-11,0.730124971132387,1.35909250269505,97.9721318470315,0.537054579472757
KHSRP,16815,0.318410626578224,8.47837826247328e-11,0.222278934112149,0.414542319044299,95.0078595176222,0.0476681692105446
CBFB,20911,0.609530369919383,9.80200111447666e-11,0.42488393427468,0.794176805564087,97.9563706661518,0.186840196937789
MTA1,24636,0.376879861501399,1.00108946936917e-10,0.262654510517119,0.49110521248568,93.6590132889608,0.0657842827213833
EED,10904,0.353892830750599,1.69458719067666e-10,0.245290141936818,0.462495519564381,95.9667274473819,0.0624105631758562
KLF4,1418,-1.41641131621848,2.04291702588108e-10,-1.85303925625502,-0.979783376181931,97.1585130450047,1.0399001741673
ZNF207,15999,0.342638424188558,2.27288121775381e-10,0.236742186019249,0.448534662357868,97.0749440248091,0.0601749144253785
E2F8,12556,2.51229249615463,2.3118006947573e-10,1.73552000939525,3.28906498291401,98.0686857399079,3.29724589252604
GATAD2A,14202,0.387342933175586,4.952836023215e-10,0.265300169492742,0.50938569685843,95.5170153231305,0.0779481906533599
FOXP2,28261,-2.33693019759246,5.35034543097626e-10,-3.07468042433542,-1.5991799708495,98.7153407521008,2.94293670927334
PTBP1,21657,0.518667931666637,1.11351456212951e-09,0.351804375327842,0.685531488005431,98.3047142365554,0.153487757737298
ZNF473,15437,0.465267383522338,1.33392207247553e-09,0.314868463327039,0.615666303717638,97.2276948586153,0.126921518814173
NCOR1,29763,-0.360048264454135,1.83993716714122e-09,-0.47743995906343,-0.24265656984484,93.817556076925,0.0691798843756117
BRD9,15651,0.389887926031267,2.05834368331962e-09,0.262380979116642,0.517394872945892,97.414785376265,0.0846166080768495
RFXANK,17455,0.515758549432571,2.37091835293285e-09,0.346437051734256,0.685080047130886,96.0791058680902,0.150343008286383
PRDM2,11407,-0.421380640249843,2.59524488933933e-09,-0.560061261087138,-0.282700019412548,96.2743833004379,0.102968324888269
E2F4,21018,0.358384414870089,2.63855670306898e-09,0.240382844381137,0.476385985359041,96.382440573063,0.0723678586525253
CBX2,25398,1.7267651759272,2.71005598891566e-09,1.157792607409,2.29573774444541,98.4481321215976,1.79628074962278
ZFP64,8930,0.546879377978634,3.84484181666914e-09,0.364921764896795,0.728836991060473,98.1929708560496,0.186275581805067
ZNF195,6602,0.426032671159078,5.10432723171512e-09,0.283143111161803,0.568922231156353,96.2463789379801,0.10702204245477
ZNF662,1359,-1.07764287466545,6.41858388834493e-09,-1.44146205851283,-0.713823690818077,97.5892436270498,0.7356566121216
KAT2A,9163,0.787562775749976,8.56788822178977e-09,0.519432708834217,1.05569284266573,97.7582964469484,0.401750721656343
ZNF574,23179,0.278614763524987,9.63382201688764e-09,0.183430891356618,0.373798635693356,90.9822593491768,0.043776126204958
ZBTB21,391,-0.536379572636769,1.61240723199275e-08,-0.722475564008329,-0.35028358126521,95.092398407199,0.183467327250655
DRAP1,18930,0.360999859903598,1.790117244535e-08,0.235351156405316,0.486648563401879,90.650627533634,0.0748887486568408
ZNF781,120,-1.32940881719203,1.97608505738811e-08,-1.79352626449585,-0.865291369888211,98.3379676855856,1.20130768881255
ZNF366,23745,-1.27273130277399,2.71849347699671e-08,-1.72149166356311,-0.823970941984869,96.9978131666592,1.07341713438619
POLR2H,2237,0.64637895316324,2.8423555846262e-08,0.418148559811419,0.874609346515062,98.3170667390594,0.295907247586616
ZNF579,29093,0.506188393226688,3.72529278904651e-08,0.325916114712277,0.686460671741098,93.6646970637845,0.164358650088738
RERE,14055,-0.456075714846711,4.17634043993535e-08,-0.619098657651196,-0.293052772042227,96.3485829718363,0.140258414440695
ZEB2,8267,-1.17618069902635,4.30664686766724e-08,-1.597020261986,-0.7553411360667,98.3733267754364,0.990172294807479
IKZF5,22566,-0.347085751457691,4.31185459453875e-08,-0.471278505289512,-0.222892997625871,95.4695569399581,0.0789331258769874
TAL1,30047,-1.34368663323347,4.70167758597191e-08,-1.82582914613182,-0.86154412033513,98.4588689731215,1.31356759780677
MCM3,27634,0.755683139730485,5.26160049348587e-08,0.483531797792067,1.0278344816689,98.8373367311133,0.41612662316661
TSHZ1,19109,-0.539449311837077,5.31369141479804e-08,-0.733788971750995,-0.345109651923159,96.7349093989359,0.205525574148752
NCOA6,15851,0.346533365138381,5.34408496501659e-08,0.221669443191184,0.471397287085578,95.7954733872138,0.0848557095300954
JUND,15914,-0.642903050759094,5.84194195788011e-08,-0.875234556371955,-0.410571545146234,92.8521902644178,0.272738936380984
GMEB2,6820,0.329594399396335,6.1363806014969e-08,0.210292590752944,0.448896208039727,95.5115475741482,0.0730225487801796
SMARCB1,6009,0.331780554522658,6.16684611108308e-08,0.211667774196199,0.451893334849118,96.3003517978025,0.076019619848241
ZFP69B,26373,0.792360580275589,8.7234063320958e-08,0.502161240539175,1.082559920012,97.5282077466721,0.458912656318289
ZNF622,753,0.247154791955953,8.73341843781055e-08,0.156631688086037,0.33767789582587,91.7882140404981,0.0403976145713491
ZNF707,5419,0.482657804334876,1.04399367517697e-07,0.304802833395422,0.660512775274331,97.6659010362072,0.177871971294408
EGR2,7863,-1.23351363644744,1.1240344890272e-07,-1.68920509959185,-0.777822173303022,95.1760103868594,1.10175207336794
SNRNP70,22787,0.416379628502649,1.29133007880794e-07,0.261819416353733,0.570939840651564,93.5584994218976,0.122610617952012
CREM,570,-0.485898174385628,1.2952994861432e-07,-0.666282898961892,-0.305513449809364,92.163339939225,0.155607672215102
ZNF146,18709,0.339267534049961,1.41623910353235e-07,0.212925939285727,0.465609128814195,96.7381155256839,0.0872145508055049
ZFP41,8219,0.544178426261955,1.64725918593147e-07,0.340451394193066,0.747905458330845,97.4238310188348,0.234336494176861
PML,2004,0.449674582237987,2.24396197495594e-07,0.279461598452106,0.619887566023868,96.9994039998792,0.15872586536335
NONO,19306,0.408759190734409,2.41492448522348e-07,0.253622662079388,0.56389571938943,98.8593972469909,0.135481345265219
MXI1,23812,-0.654894137395535,2.68179637091189e-07,-0.904395426990033,-0.405392847801037,98.2458233486572,0.352966489993073
NR2F1,607,-1.34043170887332,2.69929159752675e-07,-1.85123003668488,-0.829633381061755,98.5501099268913,1.47105396277137
POLR2G,19249,0.410662217275931,2.9858832172614e-07,0.253591491086956,0.567732943464906,96.6533220277605,0.130558649468348
JUNB,13374,-0.705237697639334,3.45350556549782e-07,-0.97643271214367,-0.434042683134998,89.9345150373005,0.334575483662938
MEF2A,25321,-0.497499863308931,3.81489350939539e-07,-0.689521843813283,-0.30547788280458,97.4286954448888,0.198160753939465
PRPF4,5721,0.380500408349688,4.44737387071151e-07,0.232786851633863,0.528213965065514,98.182197494637,0.121850273731863
HBP1,14642,-0.380490374471453,4.53380653403067e-07,-0.52830775006678,-0.232672998876126,94.1635427442868,0.105668281111371
FOXK2,27501,0.356216272506815,4.60091905618483e-07,0.217752056119945,0.494680488893685,97.6397053148608,0.102481103540196
SETDB1,2771,0.346791109922167,5.03205069909401e-07,0.211530143901081,0.482052075943253,97.9339079845543,0.0999301568998733
ADNP,3502,0.316633116429411,5.09827149310616e-07,0.193073141227522,0.440193091631301,97.2142604199539,0.0827075960072186
SAFB,26765,0.20972564764108,5.16779954851112e-07,0.127841842980486,0.291609452301675,89.9052732967911,0.0313857784542703
RUNX1,21091,0.95672303039459,6.36522576148624e-07,0.580172717276259,1.33327334351292,97.3378724302695,0.749614398209722
ZNF623,27921,0.403614371474253,7.14959557070718e-07,0.244036225217944,0.563192517730561,97.2508033586447,0.139884848855646
SMAD4,10213,-0.36564369876271,7.15666959351032e-07,-0.510214879195067,-0.221072518330353,98.0042252105932,0.117034077143262
ZNF8,10481,0.359547064559625,7.36402239094127e-07,0.217226955426413,0.501867173692838,94.2427145011397,0.107712223641502
ZNF335,19693,0.343844531763759,8.52544983818042e-07,0.206950078156232,0.480738985371286,95.8317856093222,0.0972802852871087
RBM14,22848,0.224523481163341,8.98844737653105e-07,0.134945764463867,0.314101197862816,93.0042601903773,0.0398461003887896
HNRNPL,2952,0.257067892036167,1.28550508817052e-06,0.153010539976814,0.361125244095519,98.0094003676978,0.0584447217434412
GLI4,5162,0.490954285998048,1.30793226589222e-06,0.292081947024771,0.689826624971325,96.2280309215417,0.211507697192614
ZBTB20,8712,-0.487194581902344,1.34576998006688e-06,-0.684775593724725,-0.289613570079964,90.557008249706,0.191724285739272
JUN,18043,-0.815730790696309,1.55342148218785e-06,-1.14852093348231,-0.482940647910314,95.5750541163276,0.580448756363833
MEIS2,22774,-1.15830954293732,1.66146510810473e-06,-1.63218895879912,-0.684430127075512,98.7814844051498,1.25395404328053
HINFP,11379,0.254470342013506,1.79391420102182e-06,0.150027256211749,0.358913427815262,94.9663437935892,0.0535345555543979
KLF16,1345,0.44562403481587,2.02347002844726e-06,0.261790123242294,0.629457946389447,90.8722224380491,0.165117707435409
ZNF843,12609,-0.544628673610707,2.26472534551354e-06,-0.77038967751837,-0.318867669703044,95.2227797010102,0.257628678094483
ZNF133,27496,0.318283747082686,2.27023632048931e-06,0.186334101348053,0.450233392817319,94.1570447759261,0.0892759778599721
SIRT6,22810,0.421632430557488,2.5025745367555e-06,0.246101749400857,0.597163111714119,95.994693027436,0.164564309023334
MEF2C,24665,-1.10715736651207,2.51149949190691e-06,-1.56815145177831,-0.646163281245828,98.7291502768553,1.17929553730486
KMT2B,25634,0.326899833559503,2.57403141712719e-06,0.190641245070622,0.463158422048383,95.1724117230633,0.100015076479886
HDAC8,12990,0.265768948218128,2.7232282252838e-06,0.154719038333003,0.376818858103254,97.3564793131842,0.0686014777055865
ESR1,18471,-1.51519272174335,3.19151671364447e-06,-2.15273323759196,-0.877652205894729,98.7025283132893,2.33522584692783
SMARCA4,23890,0.513129301225107,3.96881647274758e-06,0.295112165107916,0.731146437342297,98.3455464345058,0.267855313157415
ZNF766,30830,0.290340865148026,4.20692745525621e-06,0.166656570576657,0.414025159719396,95.6087520601299,0.079903420925424
KDM1A,12234,0.383167588644945,5.2280888513729e-06,0.21831021153019,0.548024965759699,98.807395514776,0.150899187717553
ZNF654,28564,-0.300151064251552,5.29848431940655e-06,-0.429370453156084,-0.17093167534702,95.4905859825331,0.0906719857941327
KDM3A,2482,0.301810512292498,6.13132994906273e-06,0.170991695955791,0.432629328629205,95.4341240797125,0.0903299590608423
SOX5,8558,-1.46841806523141,6.52353526259908e-06,-2.10675412905521,-0.83008200140761,99.1423779169304,2.30836474648449
ZFP3,6111,-0.596871655193676,6.67522015122505e-06,-0.856618884270013,-0.337124426117338,98.0469659699135,0.374025509848045
EHMT2,28397,0.459095097314731,7.3319596384852e-06,0.258415657285815,0.659774537343647,97.9289993096908,0.217404431226401
GABPA,3777,-0.34823193127764,7.92001130194149e-06,-0.501012519171895,-0.195451343383386,96.8400151119344,0.125622763915669
ZNF132,624,-0.584943142222495,9.57716700068598e-06,-0.843943686385095,-0.325942598059895,98.1218549240763,0.37155329465779
KDM5B,177,0.411247244895454,1.06523145852479e-05,0.228203847510592,0.594290642280316,97.0803697228802,0.182236112217452
ZNF407,26887,-0.310011157377851,1.0654324709602e-05,-0.447996331595375,-0.172025983160328,95.444772654348,0.0968549549007285
ZNF354C,3982,-0.68181848922781,1.09715666902446e-05,-0.985733572139806,-0.377903406315814,97.7600463212292,0.511368512178729
ZNF280C,9272,0.449666544768462,1.19474443232466e-05,0.248382717604891,0.650950371932033,97.3187673143945,0.226415390052435
RCOR2,7474,1.13928372946784,1.23380213956896e-05,0.62848859107267,1.650078867863,97.7887572930581,1.37085825522215
SRSF1,9489,0.264023687743157,1.32696789751851e-05,0.145216699559934,0.38283067592638,97.7690832505477,0.0767575823154411
SRF,2997,-0.471222324594448,1.33231747974285e-05,-0.683308730732672,-0.259135918456223,95.3383436555457,0.236208722918969
MIER1,13944,-0.393682736538511,1.44726571986629e-05,-0.571612495670517,-0.215752977406505,97.8322650541147,0.18110945869029
KLF6,13257,-0.738044748056774,1.50250960294262e-05,-1.07224856795515,-0.403840928158394,96.7764161909975,0.61796196320433
ZBTB12,28929,0.627844903010664,1.5942045146542e-05,0.342681207828381,0.913008598192947,97.5441422814558,0.443728781994123
STAT2,8783,0.355185684710393,1.65184786605282e-05,0.19356819825304,0.516803171167746,97.1310174318998,0.145707732486538
ZNF316,4356,0.33029889288176,1.67788601808557e-05,0.179884568342708,0.480713217420811,95.6730142939387,0.120336765350503
MAFF,19771,-0.603909811515622,1.76539574276843e-05,-0.879645489420104,-0.32817413361114,88.5681138292682,0.344951420736257
RXRA,1219,-0.497076126382473,1.85107079549506e-05,-0.724591346122952,-0.269560906641994,97.9642358415501,0.28437078714272
ZNF768,13939,0.295958493197101,2.07114948187808e-05,0.159698876485622,0.43221810990858,95.1664529166741,0.0938763964785764
SFPQ,15630,0.255563696317337,2.1873606469801e-05,0.137563012846956,0.373564379787718,94.6121264943864,0.0709509329616683
CBFA2T3,26473,-0.98121226231051,2.26274475820952e-05,-1.4350775864204,-0.527346938200616,98.1587630925323,1.14200840603758
PYGO2,26991,0.39552149730116,2.26819787358901e-05,0.21254742728394,0.578495567318379,98.5723139784739,0.18974485241823
USF1,3391,0.32015553001478,2.28311188430283e-05,0.171995375569967,0.468315684459593,96.3700280267962,0.112373799754278
ZNF48,24542,0.365947143717892,2.40020912753014e-05,0.196144608362448,0.535749679073336,96.6401195397942,0.152743525534938
PRDM6,19384,-0.922891093491699,2.40792942500152e-05,-1.35119363114157,-0.494588555841831,97.0112186396147,0.924698395469202
RBAK,30859,0.246867982614848,2.52130650095325e-05,0.132017356880217,0.36171860834948,94.5885874864393,0.0704608472402689
FEZF1,21635,3.44494221736484,2.59210416082051e-05,1.83986464844258,5.05001978628711,97.8102040219129,14.3449868256301
ZNF398,15017,0.1712686014102,2.81984680690581e-05,0.0911070584723267,0.251430144348073,92.5903826901948,0.0310708128305491
RBM39,13358,0.251964055126849,2.88206475242027e-05,0.133893568431284,0.370034541822415,96.0320809641001,0.0745022368284785
KDM6A,28053,-0.230619259619908,2.93275963393064e-05,-0.338790098929341,-0.122448420310475,86.1392735770034,0.0477767415790291
ZNF24,29987,-0.232297212690091,3.02446274214173e-05,-0.341438156929603,-0.123156268450578,95.4692849272527,0.0608406514997475
PRDM12,9676,1.92460389791661,3.06767530151704e-05,1.01965972600989,2.82954806982334,91.4487093501735,4.02779436452883
SRSF9,21819,0.332641178866795,3.08602758616646e-05,0.176183040890879,0.489099316842711,98.1603879475517,0.13604540589423
ILK,13992,-0.644776464059613,3.35401214492093e-05,-0.94943906804347,-0.340113860075757,98.2219215167557,0.49416061737982
ZSCAN18,22933,-0.947434076524223,3.41388096603769e-05,-1.39554296945587,-0.49932518359258,99.3922089905371,1.16198545986999
WRNIP1,29610,0.26519747501043,3.63823210727451e-05,0.139322913175209,0.391072036845651,97.579741540742,0.0883930967015079
NFIA,28551,-0.69757237560795,3.98217975322531e-05,-1.03034906320187,-0.364795688014032,98.8230326526541,0.606610464649132
ZBTB33,7610,0.33390113963401,4.06845086877741e-05,0.174421422134519,0.4933808571335,96.7607326294713,0.135239435892497
NFE2L2,16868,-0.369324953140042,4.27826189499274e-05,-0.546225909022743,-0.192423997257341,97.7595278927319,0.171303697608708
ARID1B,9766,-0.233299118588772,4.62600164511099e-05,-0.345543775249125,-0.121054461928419,94.9666168046577,0.0658687489924215
NFIC,15130,-0.504392455178987,5.08704064355698e-05,-0.748393121513249,-0.260391788844725,97.6696688130679,0.316922550330429
KLF8,28272,-0.757428012287185,5.09709628187706e-05,-1.12387682264059,-0.390979201933779,97.8427920848526,0.712016403274338
ZNF785,2271,0.328322422262322,5.32363613870983e-05,0.169077442352288,0.487567402172357,95.1688575642694,0.13590660278919
E2F5,22960,0.569265445901609,6.53472144344386e-05,0.289814924386506,0.848715967416712,98.6275996887816,0.433950064546534
CHD4,28018,0.217646052069109,6.82752148848798e-05,0.110525230925503,0.324766873212715,95.0913953782113,0.0580452215924756
HNRNPUL1,9317,0.195277231857963,7.12865959876176e-05,0.098917430522182,0.291637033193744,96.1540513439709,0.0470316921803585
IRF9,27749,0.487193081816485,7.16886403765839e-05,0.246705920332057,0.727680243300912,94.1273975371868,0.304269862742463
PHF5A,12476,0.285622773203148,7.36293588098157e-05,0.144407814522134,0.426837731884161,96.480769419796,0.104486598596353
ZNF677,9787,-1.0277983845746,7.50405603732701e-05,-1.5365344729467,-0.519062296202498,99.180982811871,1.5098719640076
BATF,9769,0.837282520472846,7.67518570362205e-05,0.422282574248772,1.25228246669692,93.9669557515789,0.877064620086979
ZNF544,26686,0.286571365419002,7.68355324344733e-05,0.144522612489123,0.42862011834888,96.5771330511687,0.104985908986485
ARNT,20333,-0.284566352267692,7.72082542748626e-05,-0.425662551347523,-0.143470153187862,97.9042980256232,0.113713113037426
ETV4,13162,1.76118794745486,7.73782877849272e-05,0.887823938874295,2.63455195603542,99.0253333210297,4.37367777721014
ZBTB44,15671,-0.284526384250723,8.34442397501074e-05,-0.426270377937122,-0.142782390564324,95.3686746862255,0.102616037243577
ZNF341,9711,0.333061877948935,8.80604038461926e-05,0.166590615272171,0.499533140625698,96.5685238368368,0.150613027581648
OVOL3,12212,2.18053737850394,9.06888708737079e-05,1.08868475937683,3.27238999763104,94.6403900859999,6.00312420909027
STAT1,1029,0.551878713691734,9.53013702889533e-05,0.274689527442151,0.829067899941318,97.0834603382694,0.426157266420535
ARID3A,17706,0.653317862922421,9.96748706635187e-05,0.324262661160884,0.982373064683957,98.1893388385668,0.617886452117736
MITF,12810,-1.0522816685705,0.000103271938787379,-1.58345723171399,-0.521106105427001,99.2827233812978,1.61347100554272
HDGF,20084,0.501698292651272,0.000107036860629474,0.247879177751226,0.755517407551318,99.1441524402509,0.363497181556796
ZNF217,10355,0.460921612778965,0.000108666374066642,0.227510412314906,0.694332813243023,97.3189368209691,0.307608458311466
RNF2,24566,0.255061025064401,0.000126365531934206,0.124653113433841,0.385468936694961,96.3396960031655,0.0932483097460456
SAP130,24230,0.198529071039356,0.000129339424211444,0.0968731147476648,0.300185027331047,95.4534497428547,0.0534032981767487
NR2F2,12631,-0.645453656601561,0.000131144428086648,-0.97625042778687,-0.314656885416252,98.0641025061485,0.593491800339644
ZNF530,23576,0.422939477869084,0.000138584744474081,0.205407168450742,0.640471787287427,97.6101260811939,0.254682360512386
ZNF600,26474,0.361786935782166,0.000144449456526418,0.175205227751652,0.548368643812679,96.5003872773963,0.189674292455191
ZBTB8A,14204,-0.339960562581531,0.000150068366546186,-0.51572372317103,-0.164197401992033,95.8727042802646,0.156548542816381
FOSL2,23276,-0.465726388767172,0.000150447097635871,-0.706551562121223,-0.224901215413121,94.3144318598398,0.297260385323876
SP2,26278,-0.198367551017842,0.000161324561587043,-0.301414929819973,-0.0953201722157117,94.3349371949504,0.0545171078707509
ZSCAN23,3413,-1.32677797286324,0.000168170513723474,-2.01790961534568,-0.635646330380791,97.7576945165989,2.60569384398767
ZNF214,30252,-0.605462301319759,0.00016924439935498,-0.92098702530663,-0.289937577332889,96.7106154626654,0.508144338514085
KLF1,18112,1.61673470125979,0.000172534085045628,0.773124725483784,2.46034467703579,90.7678321138245,3.33560546516229
SOX6,15755,-0.674331932332148,0.000176211749661065,-1.02669315397743,-0.321970710686869,96.5743853155605,0.639744659276223
ZSCAN9,26118,0.299860719724277,0.000178793032763659,0.143020843498788,0.456700595949766,97.1010556023589,0.130111575079061
E2F6,10597,0.263934618007412,0.000186182608188215,0.125509762522961,0.402359473491863,97.7474309617492,0.106359069201068
ZNF596,27229,-0.30851122714573,0.000202305719010346,-0.471226891033785,-0.145795563257675,94.7759194683399,0.135900650226352
HMG20A,8717,-0.221130935066923,0.000211525759569419,-0.338115443443968,-0.104146426689879,93.1124784525537,0.0633051629952264
YY2,13658,0.407983410268224,0.00021199219842712,0.192116131850174,0.623850688686274,95.4286312971653,0.247384260258124
HDAC2,2452,0.296769764688353,0.000236617184635038,0.13855254933151,0.454986980045196,98.3874265130696,0.137569580756102
TBL1XR1,26576,0.33209155182556,0.000236789157733535,0.155034259392967,0.509148844258154,98.1664425367525,0.175890816724765
ZNF175,14849,-0.355530982545042,0.000239873824470267,-0.545255761699716,-0.165806203390369,96.792793634716,0.19152951882875
TEAD4,2279,0.79202621767064,0.000243095037494401,0.368978424911764,1.21507401042951,98.6193283182171,0.985037032274344
ZNF687,14902,0.287793792685683,0.000261136406960702,0.133301165368416,0.442286420002951,97.1613477996794,0.1320479136439
HMBOX1,7698,-0.261873158189859,0.000271510177335605,-0.402837859092176,-0.120908457287542,95.6527424829243,0.10492508430367
TFDP1,15668,0.412424632881874,0.000278583782835501,0.190014258742257,0.634835007021491,99.0648416991922,0.286274174904993
KLF14,18441,-2.04842438497701,0.000323365019082922,-3.16495200077296,-0.93189676918107,97.1411346868619,6.5569848092537
CC2D1A,2964,0.271465746659467,0.000325046632786513,0.123443262247309,0.419488231071624,95.6021539444646,0.117193371984102
ZEB1,14825,-0.933867927202859,0.000327896775573543,-1.44340163727959,-0.424334217126127,99.0255989578019,1.45435822694308
ZNF274,28571,-0.214169594310648,0.000330688195979222,-0.331095954960281,-0.0972432336610147,93.8974160563783,0.0696387535841571
CTBP1,28168,0.168850721332381,0.000334625808479379,0.0765869711439463,0.261114471520815,95.2003320628689,0.0445638404655611
